index,title,heading,content,tokens
11,Quick Start,Why We Ask You for Your Industry,"Topic: Importance of Specifying Your Industry for BigTime Configuration

Solution: BigTime offers a flexible and robust set of configuration options that can be tailored to your company's needs. To ensure that these options are configured correctly, it is important to specify your industry when setting up your firm. By doing so, BigTime can customize the configuration options to best suit the needs of your industry. This will result in a more efficient and effective use of the software for your company. Therefore, it is highly recommended to provide your industry information during the setup process to optimize the use of BigTime.",118
12,Quick Start,"""Menus, Walkthroughs and More""","Topic: Navigating BigTime System

Solution: The article provides guidance on how to navigate the BigTime system. The initial Walkthrough is the first screen that appears when logging in, and it provides a quick primer on how the system is organized. After completing the Walkthrough, users should click the ""START USING BIGTIME"" link on the last page. Menu references in the system guide follow a standard convention, so when the guide instructs users to ""click on the MY COMPANY...STAFF LIST,"" it means clicking on a specific link. By following these instructions, users can effectively navigate the BigTime system.",125
13,Quick Start,Rightsizing Bigtime for Your Firm,"Topic: BigTime System Features

Solution: The BigTime system offers a variety of features that can be used to help firms work smarter. Users can choose to use as much or as little of the system as they want, but taking advantage of more features will help the system better track the metrics that matter. Some of the features include assigning users to limit the projects/tasks they see, using budgets to help set priorities, generating real-time progress reports with tasks, linking time, expenses, budgets, and invoices, using BigTime reports to zero in on details, implementing review/approvals in BigTime, and getting more from the apps used everyday. By utilizing these features, firms can improve their efficiency and productivity.",143
14,Quick Start,Getting Started With Projects,"Topic: Using BigTime for Project Management
Solution: BigTime is a project management tool that allows managers to keep track of projects, clients, teams, and budgets. The system creates a project for every customer in your system, even if your firm doesn't use projects. This ensures a consistent interface across all of your client work. With BigTime, most of the information you enter rolls up into a project, and managers have access to a variety of tools and reports to help them stay organized.",100
15,Quick Start,Adding a Project From The Project List Screen,"Topic: Adding a Project From The Project List Screen
Solution: To add a project from the project list screen, navigate to the MY COMPANY...PROJECT LIST page and click ADD PROJECT. This will bring up a screen where you can enter basic information for the project. You have the option to add a client, add a project, or do both in the same screen. This process allows you to easily add one or two sample projects to the system.",90
16,Quick Start,TIP: Flat Vs. Hierarchy View,"Topic: Using BigTime to Organize Projects and Clients
Solution: To effectively use BigTime to organize projects and clients, it is important to understand the difference between the flat view and the hierarchy view. Every client in the system has at least one project, so it is recommended to add a project where the client and project name are the same. By switching to the hierarchy view, you can see how BigTime organizes projects into clients behind the scenes. Once you have added a project or two, you can begin tracking time, expense, and billing data. Additionally, BigTime can be integrated with your accounting system to provide a comprehensive picture of your firm's performance over time.",137
17,Quick Start,Inviting Your Staff,"Topic: Adding Staff Members to BigTime Collaboration Tool
Solution: To add staff members to the BigTime collaboration tool, simply use the ""ADD STAFF"" button on the ""MY COMPANY...STAFF LIST"" page. This tool allows for collaboration between managers, employees, and contractors, with all participants considered ""staff members.""",66
18,Quick Start,What Happens When I Add Staffers To My System?,"Topic: Adding Staffers to Your System
Solution: There are two options for adding staff to your system: inviting staff or simply adding staff. Inviting a new user to the system will send them an email with a link that lets them set up their own user login to your system. When you log in, you see the entire system. When your staffers log in, they see only what they need to get their job done, typically the timesheet and expense entry screens, along with some basic reports. For more information about what your staffer will experience when they log in, take a look at the ""Welcome to BigTime for New Users"" article.",132
19,Quick Start,TIP: Invitation Emails,"Topic: How to send and resend invitation emails to new staff members in BigTime.

Solution: BigTime uses the new staffer's email address as a unique ID and sends them an email invitation as soon as you click the ""INVITE"" button. The new staff member will need to click on a link within that invitation to set up a password and access the system. Once they do, their status will change from ""invited"" to ""active."" If a user invitation is lost in the mail, you can easily resend it from that staff member's info page.",114
20,Quick Start,Tracking And Submitting Time,"Topic: Tracking and Submitting Time
Solution: The article explains how to use the weekly timesheet to track and submit time. Users can add a new row for time by clicking the ""ADD ROW"" button, select the project they want to bill to, and fill in any necessary extra data such as notes. Entries are automatically saved as users move from row to row. BigTime also provides a quick walkthrough for new users.",86
21,Quick Start,Unsubmitted Time Is Mine. Submitted Time Is Yours.,"Topic: Time Submission in Timesheets
Solution: The article explains the importance of submitting time in timesheets and the consequences of not submitting it. Once the user submits their time, they cannot edit it anymore, and it becomes available for review and editing by administrators and managers. It is recommended that users submit their time weekly to ensure accurate tracking and invoicing.",72
22,Quick Start,TIP: Review and Approval,"Topic: Using BigTime for Time Review and Approval
Solution: Some firms use BigTime to set up a review and approval workflow for time. Once a user submits their timesheet, a manager is assigned to it. The manager can accept or reject individual entries or the entire timesheet. If time is rejected, it is sent back to the user for edits. This rejection workflow is the only way a user can edit their time once it has been submitted. Before a user submits their time, administrators and managers cannot edit it. They can only see it in reports, screens, and summaries. Unsubmitted time belongs to the user, and only they can make changes to it.",136
23,Quick Start,Timesheets Can Include Exactly The Data You Want,"Topic: Customizing Timesheets as an Admin
Solution: As an Admin, you can customize your weekly timesheets by editing the columns and details that appear on them. The setup screen for timesheets allows you to edit the columns, fields, and mandatory/optional fields. You can also edit the weekly start day, change how time entries are rounded, and change the way your project picklist looks. By customizing your timesheets, you can include exactly the data you want.",97
24,Quick Start,Getting Started With Bigtime for New Users,"Topic: Introduction to BigTime for New Users
Solution: This article provides a quick understanding of how to navigate BigTime as a new user.

Welcome to BigTime! Your firm has made the decision to join a growing number of companies in your industry to get smarter about tracking projects, setting up budgets, tracking time and expenses, invoicing, and more. While getting signed up is as easy as creating a password, this article is designed to give you a quick understanding of how to navigate BigTime as a new user.

First, it's important to understand the main features of BigTime. The platform allows you to track time and expenses, manage projects, set up budgets, and create invoices. To get started, you'll need to log in to your account using the credentials provided to you.

Once you're logged in, you'll see the main dashboard. This is where you can access all of the features mentioned above. To track time and expenses, click on the ""Time/Expense"" tab. To manage projects, click on the ""Projects"" tab. To set up budgets, click on the ""Budgets"" tab. And to create invoices, click on the ""Invoicing"" tab.

In addition to these main features, there are also other tools and settings available to you. For example, you can customize your dashboard to show the information that's most important to you. You can also set up notifications to alert you when certain events occur, such as when a project is completed or when an invoice is paid.

Overall, BigTime is a powerful tool that can help you streamline your business processes and improve your bottom line. By following the tips outlined in this article, you'll be able to quickly get up to speed and start using BigTime to its full potential.",359
25,Managing Your Account,Navigating Bigtime,"Topic: Navigating BigTime
Solution: To navigate BigTime, use the navigation bar along the top of the screen. Help is always available by clicking the help icon in the upper right of your screen for links to the knowledge base, webinars, and even a link to start a live chat with the support team. If you find that you don't have access to certain areas of the system, talk with your System Admin to turn on those menu items.",94
26,Quick Start,Entering Time,"Topic: Entering Time
Solution: To enter time, simply open up the TIME/EXPENSES...TIMESHEET page and follow the brief pop-up tutorial that walks you through the process. Click the ADD TIMESHEET ROW to get started and fill in the blanks with the list of projects, tasks, and other codes that have been set up by your systems admin. For picklists, you can filter your selections by typing a few letters into the blank. Entering time is quick and easy with these simple steps.",105
27,Quick Start,"""Once Time Is Entered, It Needs To Be Submitted""","Topic: Submitting a Timesheet
Solution: As a user, you can go back to your timesheet as often as you'd like to add details or correct mistakes. However, it is important to let your managers know when you are done. To submit your timesheet, click on the ""submit"" link at the bottom of the TIME/EXPENSES...TIMESHEET page. Once you submit your timesheet, it will be marked as submitted and you will no longer be able to edit that time.",104
28,Quick Start,Downloading iPhone/Android Apps,"Topic: Downloading BigTime Mobile App for iPhone and Android Devices
Solution: To download the BigTime mobile app for iPhone or Android devices, you can either use your mobile device to login to iq.bigtime.net for access to the mobile version of the website or find the app in the iTunes store or Google Play store. The login page at iq.bigtime.net has one-click links to simplify installation. Once you download and install the app, you can use the same user email and password to login as you do to login to the website.",109
29,Quick Start,Where Do I Go From Here?,"Topic: BigTime Features and Support

Solution: BigTime offers more than just time tracking. If your firm needs to manage projects, tasks, activities, budgets, expenses, or invoices, there are sections of the knowledge base to help you get acquainted with those features. Additionally, BigTime sponsors live webinars for Admins, Users, and Managers, which can be found on their website at bigtime.net. If you have any questions along the way, feel free to contact their support team for assistance. Dive in and explore the various features and resources available to you through BigTime.",118
30,Quick Start,Logging Into BigTime,"Topic: How to log in to BigTime
Solution: 
1. Browse to BigTime by typing ""iq.bigtime.net"" into your browser's address bar.
2. Fill in your email and password on the login screen. You can also log in using your Google, Microsoft, or Open ID accounts by clicking on their corresponding buttons at the bottom of the page and entering your login details in the pop-up window.
3. Click ""LOGIN"". If your email or password is incorrect, you will have a chance to correct it. Note that users who try to login with an incorrect password more than 5 times will be disabled for 15 minutes before they can try again.",137
31,Lacerte,Troubleshooting,"Topic: Troubleshooting common issues in BigTime

Solution: 

1) Web browser compatibility: BigTime works with any modern browser, but Chrome has been optimized for lightning fast response times. If Safari or Internet Explorer are a little sluggish on your system, give Chrome a try.

2) Password recovery and change: If you forget your password, use the ""forgot my password"" link to recover it. If you're already logged in, follow the instructions in ""How to Change Your Password"" to update your existing password.

3) Login issues: To login to BigTime, you must be invited by the administrator for your firm's BigTime account. If you're not sure what email they have on file for you, talk to your admin. If you're the BigTime admin and you've forgotten which email you used to subscribe, contact support for assistance.

4) Project and department management: If you have time/expense review and approval access but can't see a certain project or users you manage, make sure you're added to the project team as a team lead and have access to the right security group. You also need permission to manage those staffers, which is achieved by ensuring that staffers you manage are added to the right department and that you are given management authority to that department from within your staffer profile.

5) Moving projects: You can move your project to another one by clicking on the gray ""MOVE"" button next to the client name field. BigTime will generate a window allowing you to move this project. Click on the gray arrow and select where you want to move your project from the picklist of your clients. Save your selection by clicking the blue ""MOVE"" button. When you return to your list of projects, you'll see the completed move.",357
32,Lacerte,Troubleshooting,"1) Topic: Troubleshooting common issues in BigTime project management software 
2) Solution: 
- To reassign tasks to another project, copy tasks from the old project to the new project and delete them from the old project. 
- To merge duplicate task records, merge one into the other. 
- To expand the view of the task dashboard, click on the icon pictured below to expand it to a full-screen view. 
- Only system administrators can add, remove, and arrange fields on the task dashboard. 
- If a staffer is not an admin user, they will not see the staffer picklist on the time entry screen. They will need the additional security right titled ENTER+SUBMIT TIMESHEETS FOR YOUR USERS and be added to a security group that has that right enabled. 
- To grant a user rights to enter time for another user, give the entry user management authority over the target user using BigTime's staff departments feature. 
- Admin users have the right to submit time for any user by default via the security right titled VIEW/MANAGE ANY STAFF MEMBER. To enable non-admin users to log time for any user, add them to a security group that has that permission enabled. 
- To set up a data-entry user with the right to log time for any user, create a new security group called Time Loggers and grant that group ONLY the VIEW/MANAGE ANY STAFF MEMBER and ENTER+SUBMIT TIMESHEET FOR YOUR USERS rights. 
- If you have been granted the rights required to enter time for another user, then you are able to submit time for that user. 
- The submission period can be changed in your BigTime settings.",343
33,Lacerte,Troubleshooting,"Topic: Timesheet Submission and Management
Solution: 

BigTime offers various submission periods, including weekly, bi-weekly, semi-monthly, and monthly. Users can change the start date of their timesheet weeks, which is reflected on the submission page. Users can submit a partial week/period, but any time entered in the first part of the week will be locked and cannot be edited. If the administrator hasn't locked the period, users can add new entries to their timesheet, but cannot edit existing entries. Only admins or users with certain permissions can edit submitted entries, including deleting them or rejecting them and routing them back to users for editing and re-submission. Admin users can see who has submitted time and who hasn't, and can use the staff timesheet summary report to view total hours entered and total hours submitted by staff members. If the timesheets to submit footer disappears, users can log out and log back in to make it reappear. 

For troubleshooting, users who can't see a certain project for which they're responsible need to make sure they're added to the project team as a team lead. Department managers who can't see time or expenses for users they manage need access to the right security group and permission to manage those staffers. Users can copy expenses for speedier entry and can enter expenses even when they have a limited connection or are offline. A light gray cloud next to expenses indicates a pending data sync when the user is back online.",296
34,Lacerte,Troubleshooting,"Topic: Troubleshooting common issues with BigTime expense reports
Solution: 

If you are experiencing issues with syncing expenses with the web application, try establishing an internet connection and clicking on the expense with a gray or red cloud next to it to request a sync. If this does not resolve the issue, contact support@bigtime.net with detailed information on the problem.

To view, print, or edit submitted expenses, refer to the appropriate sections on the Expenses Dashboard. If expenses have been rejected, notes about the reason for rejection can be found on the Expense Details page. Resubmitted expenses can be checked for approval status on the Expenses Dashboard.

If you are having trouble with credit card picklist options or linking a credit card charge to a task, contact your firm's administrator for assistance. 

For issues with Slack notifications, visit the Slack website for more information or turn off notifications in your profile settings. If you are still having trouble, contact support@bigtime.net with your login email. 

If you are seeing numbers in the status code column on the Engagement Manager even after mapping status codes from Lacerte, try refreshing the Engagement Manager or double-checking that your status code mapping has been saved. Running SYNCHRONIZE ALL TAX RETURNS within the TaxLink program may also help resolve the issue. If you do not want to manage staffer assignments from Lacerte in BigTime, you can skip this step.",284
35,Lacerte,Troubleshooting,"Topic: Preparer Mapping Process

Solution: The preparer mapping process can be skipped if necessary.

When it comes to tax preparation, the preparer mapping process can be a time-consuming task. However, it is an important step in ensuring that all necessary information is accurately recorded and reported. That being said, there may be situations where it is necessary to skip this process.

If you are a tax preparer and are short on time, it is possible to skip the preparer mapping process. However, it is important to note that this may result in errors or omissions in the final tax return. It is recommended to only skip this step if absolutely necessary and to double-check all information before submitting the return.

In conclusion, while the preparer mapping process is an important step in tax preparation, it can be skipped if necessary. However, it is important to exercise caution and double-check all information to avoid errors or omissions in the final tax return.",192
36,Project Management,Creating a New Client or Project,"Topic: Adding new clients and projects to your firm's project list
Solution: Determine if your firm uses a flat or hierarchical view by examining how BigTime organizes client/project data. 

When it comes to adding new clients and projects to your firm's project list, the process can vary depending on whether your firm uses a flat or hierarchical view. To determine which view your firm uses, take a look at how BigTime organizes client/project data. By examining this, you can decide if your firm uses a flat or hierarchical view. Once you have determined which view your firm uses, you can follow the appropriate step-by-step process for adding new clients and projects to your project list.",138
37,Project Management,Adding Clients to a Flat Project List,"Topic: Adding Clients to a Flat Project List
Solution: Follow these step-by-step instructions to add new clients to your existing flat project list:

1. Click on the link provided to access the instructions.
2. Review the instructions carefully to ensure you understand the process.
3. Identify the section of the instructions that pertains to adding new clients to a flat project list.
4. Follow the steps outlined in the instructions to add new clients to your flat project list.
5. Double-check your work to ensure that the new clients have been successfully added to your project list.

By following these steps, you can easily add new clients to your flat project list and keep your project management organized.",138
38,Project Management,Adding Clients/Projects to a Hierarchical List,"Topic: Adding Clients/Projects to a Hierarchical List
Solution: Use the following link to learn how to add clients and/or projects to your existing project list in a hierarchical format.

If you use both clients and projects, you may want to add them to a hierarchical list for better organization. To do so, follow the instructions provided in the following link: [insert link here]. This will guide you on how to add clients and/or projects to your existing project list in a hierarchical format. By doing this, you can easily navigate through your list and find the information you need.",117
39,Managing Your Account,How To Create a Holiday Calendar,"Topic: How to create a holiday calendar in BigTime

Solution: Firms that use BigTime can create a holiday calendar to keep track of the holidays their staffers observe. When you add a holiday, BigTime will assume your staffers won't work that day and automatically removes it from their capacity. For instance, if a staffer's normal monthly capacity is 21 days, but they celebrate two holidays that month, their capacity for the month will be reduced to 19 days. Your staffers can still log time on that day if they need to, but their reduced capacity will be reflected in the Utilization Board, the Planning Board, and in any reports you create.

To create a holiday calendar in BigTime, follow these steps:

1. Click on ""MY COMPANY…MY COMPANY"" from the main navigation toolbar.
2. In your company settings window, click on the tab labeled ""HOLIDAYS"". If you haven't yet added any holidays, your window will look like this.
3. On the top left side of this window is a button labeled ""ADD HOLIDAY"", which you'll click to add any holiday to your calendar.
4. On the right side is a box with the calendar year. If you want to create a calendar for a future year, you can toggle between years by clicking on the ""GRAY ARROWS"" to the left and right of this field, or click directly on the field and select a year from the dropdown calendar that appears.
5. You'll also see a sidebar on the left where you can select ""COST CENTERS"" for your holidays. The value you select in this field will determine which of your staffers the holiday will apply to.
6. You have two options here: you can create a holiday that applies to your whole firm, or create a holiday that applies to only a specific cost center. 

By following these steps, you can easily create a holiday calendar in BigTime and keep track of the holidays your staffers observe.",399
40,Managing Your Account,Create a Holiday for Your Whole Firm,"Topic: Creating a Firm-Wide Holiday
Solution: To create a holiday that applies to everyone in your firm, follow these steps:

1. Click the gray arrow in the Cost Centers field in your left sidebar and select ""None"" since the holiday will apply to all employees.
2. Click the ""Add Holiday"" button at the top left side of your window.
3. Fill out the fields in the table below to add details about your new holiday, including the name and date.
4. Once you're happy with the holiday you've created, click the blue ""Save"" button in the bottom right corner to save your changes. 

By following these steps, you can easily create a holiday that your whole firm can observe, regardless of the cost center they belong to. For example, you may want to give your employees the day off on New Year's Day or create a holiday to celebrate a company milestone.",184
41,Managing Your Account,Create a Holiday for a Specific Cost Center,"Topic: Creating a holiday for a specific cost center.

Solution: To create a holiday for a specific cost center, follow these steps: 

1. Select ""LOCATION"" from the picklist in the ""COST CENTERS"" field.
2. Click the ""ADD HOLIDAY"" button in the top left side of your window.
3. Fill out the ""DATE"" and ""NAME"" columns as usual.
4. Note which cost center will observe this holiday in the new ""GROUP"" column.
5. Click the gray arrow in the field under ""GROUP"" to see a picklist of all the locations you've set for your firm.
6. Check the box next to the appropriate location(s) to apply the holiday to the desired cost center(s).
7. Click the ""SAVE"" button to create and apply the new holiday to your chosen cost center(s).

Note: It is possible to check off multiple boxes in the picklist to apply the new holiday to multiple cost centers.",200
